Car_ID,Damage_Location,Repairable_or_Replaceable,Repair_Type,Dent_Type,Price
CAR1658,Hood,Repairable,Dent,Shallow,1688
CAR1658,Rear_Door,Replaceable,,,4308
CAR1658,Front_Bumper,Replaceable,,,3939
CAR1658,Front_Bumper,Repairable,Dent,Extreme,2904
CAR1658,Trunk,Replaceable,,,4793
CAR1658,Hood,Repairable,Dent,Deep,4165
CAR1659,Rear_Door,Replaceable,,,3433
CAR1660,Trunk,Replaceable,,,3081
CAR1660,Rear_Door,Repairable,Dent,Deep,3928
CAR1660,Front_Bumper,Replaceable,,,4174
CAR1660,Trunk,Repairable,Dent,Extreme,3196
CAR1660,Hood,Replaceable,,,4271
CAR1660,Roof,Replaceable,,,3463
CAR1661,Roof,Repairable,Dent,Extreme,2674
CAR1661,Front_Bumper,Replaceable,,,3820
CAR1661,Hood,Replaceable,,,3947
CAR1661,Trunk,Repairable,Scratch,,1492
CAR1661,Roof,Repairable,Dent,Shallow,1713
CAR1661,Trunk,Repairable,Dent,Shallow,1996
CAR1661,Front_Bumper,Repairable,Scratch,,1015
CAR1661,Roof,Replaceable,,,3396
CAR1662,Front_Bumper,Replaceable,,,3803
CAR1662,Front_Bumper,Repairable,Scratch,,821
CAR1662,Trunk,Replaceable,,,3970
CAR1663,Hood,Replaceable,,,4607
CAR1663,Rear_Door,Replaceable,,,4525
CAR1664,Rear_Door,Replaceable,,,4464
CAR1664,Front_Bumper,Replaceable,,,3449
CAR1665,Rear_Door,Replaceable,,,3870
CAR1665,Front_Bumper,Repairable,Dent,Extreme,3279
CAR1665,Rear_Door,Replaceable,,,4269
CAR1665,Roof,Replaceable,,,3043
CAR1665,Rear_Door,Repairable,Dent,Deep,4406
CAR1665,Hood,Repairable,Scratch,,1391
CAR1665,Trunk,Replaceable,,,4406
CAR1665,Roof,Repairable,Scratch,,596
CAR1665,Trunk,Repairable,Dent,Deep,4429
CAR1665,Trunk,Repairable,Scratch,,1256
CAR1666,Hood,Replaceable,,,3355
CAR1667,Hood,Repairable,Dent,Extreme,2980
CAR1667,Front_Bumper,Repairable,Scratch,,1248
CAR1667,Hood,Repairable,Scratch,,904
CAR1667,Roof,Replaceable,,,3566
CAR1667,Trunk,Replaceable,,,4469
CAR1667,Roof,Repairable,Scratch,,761
CAR1667,Front_Bumper,Replaceable,,,4018
CAR1667,Front_Bumper,Replaceable,,,4835
CAR1667,Hood,Replaceable,,,3163
CAR1667,Hood,Replaceable,,,3695
CAR1667,Front_Bumper,Repairable,Dent,Deep,4413
CAR1667,Roof,Repairable,Scratch,,834
CAR1667,Front_Bumper,Repairable,Dent,Extreme,3116
CAR1667,Hood,Replaceable,,,3125
CAR1667,Front_Bumper,Repairable,Dent,Shallow,1721
CAR1667,Hood,Repairable,Dent,Deep,3958
CAR1667,Front_Bumper,Replaceable,,,4930
CAR1668,Roof,Replaceable,,,3167
CAR1669,Rear_Door,Replaceable,,,3778
CAR1669,Front_Bumper,Repairable,Scratch,,1098
CAR1669,Roof,Replaceable,,,4462
CAR1669,Front_Bumper,Repairable,Dent,Deep,3732
CAR1669,Trunk,Replaceable,,,3914
CAR1669,Front_Bumper,Replaceable,,,3422
CAR1670,Trunk,Replaceable,,,4616
CAR1670,Rear_Door,Repairable,Dent,Extreme,2540
CAR1670,Roof,Replaceable,,,3521
CAR1670,Rear_Door,Repairable,Dent,Extreme,3294
CAR1671,Roof,Replaceable,,,3428
CAR1671,Front_Bumper,Repairable,Dent,Extreme,2933
CAR1672,Rear_Door,Replaceable,,,3485
CAR1672,Hood,Replaceable,,,4705
CAR1672,Hood,Repairable,Scratch,,883
CAR1672,Front_Bumper,Replaceable,,,4397
CAR1672,Rear_Door,Repairable,Dent,Extreme,3474
CAR1672,Rear_Door,Replaceable,,,4965
CAR1673,Roof,Repairable,Dent,Deep,3863
CAR1673,Roof,Replaceable,,,4165
CAR1673,Rear_Door,Replaceable,,,4109
CAR1673,Roof,Repairable,Scratch,,1315
CAR1674,Roof,Replaceable,,,4629
CAR1674,Front_Bumper,Repairable,Dent,Shallow,1914
CAR1675,Rear_Door,Repairable,Dent,Deep,4158
CAR1675,Front_Bumper,Replaceable,,,4913
CAR1676,Rear_Door,Replaceable,,,3448
CAR1676,Front_Bumper,Replaceable,,,3886
CAR1677,Hood,Replaceable,,,4599
CAR1677,Trunk,Replaceable,,,4485
CAR1677,Trunk,Repairable,Dent,Extreme,3266
CAR1678,Roof,Repairable,Dent,Deep,4247
CAR1679,Rear_Door,Repairable,Scratch,,1002
CAR1679,Front_Bumper,Replaceable,,,4599
CAR1679,Roof,Repairable,Scratch,,1470
CAR1679,Front_Bumper,Replaceable,,,4744
CAR1679,Rear_Door,Replaceable,,,3211
CAR1679,Trunk,Repairable,Scratch,,1395
CAR1680,Trunk,Replaceable,,,3902
CAR1680,Rear_Door,Replaceable,,,4424
CAR1680,Front_Bumper,Repairable,Dent,Extreme,3310
CAR1681,Rear_Door,Replaceable,,,3684
CAR1681,Trunk,Replaceable,,,3973
CAR1682,Rear_Door,Replaceable,,,3160
CAR1683,Rear_Door,Repairable,Scratch,,923
CAR1683,Roof,Replaceable,,,4724
CAR1683,Hood,Repairable,Scratch,,704
CAR1683,Roof,Repairable,Dent,Shallow,1834
CAR1683,Roof,Repairable,Dent,Extreme,3323
CAR1684,Roof,Replaceable,,,4024
CAR1685,Rear_Door,Replaceable,,,4811
CAR1685,Rear_Door,Replaceable,,,4626
CAR1685,Rear_Door,Repairable,Dent,Deep,3804
CAR1685,Hood,Repairable,Dent,Extreme,2858
CAR1686,Hood,Replaceable,,,3225
CAR1686,Rear_Door,Repairable,Scratch,,595
CAR1686,Trunk,Replaceable,,,4824
CAR1687,Hood,Repairable,Scratch,,820
CAR1687,Roof,Repairable,Scratch,,1472
CAR1688,Front_Bumper,Replaceable,,,3253
CAR1688,Trunk,Repairable,Dent,Deep,4393
CAR1689,Front_Bumper,Replaceable,,,4619
CAR1689,Roof,Replaceable,,,3448
CAR1690,Hood,Repairable,Dent,Shallow,1139
CAR1690,Rear_Door,Replaceable,,,3858
CAR1690,Hood,Replaceable,,,3683
CAR1690,Roof,Repairable,Dent,Deep,4316
CAR1690,Roof,Replaceable,,,4961
CAR1691,Trunk,Repairable,Dent,Extreme,3296
CAR1691,Hood,Repairable,Dent,Shallow,1095
CAR1691,Trunk,Repairable,Scratch,,960
CAR1691,Hood,Replaceable,,,4117
CAR1691,Rear_Door,Repairable,Scratch,,1087
CAR1691,Rear_Door,Repairable,Scratch,,683
CAR1691,Rear_Door,Replaceable,,,4378
CAR1691,Hood,Repairable,Dent,Deep,3793
CAR1692,Roof,Repairable,Scratch,,1386
CAR1692,Front_Bumper,Repairable,Scratch,,966
CAR1692,Hood,Repairable,Scratch,,638
CAR1692,Front_Bumper,Repairable,Dent,Extreme,3057
CAR1692,Trunk,Repairable,Dent,Deep,3793
CAR1693,Trunk,Repairable,Scratch,,1194
CAR1693,Rear_Door,Replaceable,,,4794
CAR1693,Trunk,Replaceable,,,3111
CAR1693,Rear_Door,Replaceable,,,3087
CAR1693,Trunk,Repairable,Dent,Extreme,2766
CAR1693,Front_Bumper,Repairable,Dent,Extreme,2667
CAR1694,Trunk,Replaceable,,,3998
CAR1694,Front_Bumper,Repairable,Scratch,,1234
CAR1694,Roof,Replaceable,,,4343
CAR1695,Hood,Replaceable,,,4931
CAR1696,Front_Bumper,Repairable,Scratch,,820
CAR1696,Rear_Door,Repairable,Dent,Deep,4176
CAR1696,Front_Bumper,Replaceable,,,3022
CAR1696,Rear_Door,Replaceable,,,4614
CAR1696,Roof,Replaceable,,,4713
CAR1696,Hood,Repairable,Scratch,,1305
CAR1696,Front_Bumper,Repairable,Dent,Deep,3699
CAR1696,Roof,Repairable,Dent,Shallow,1273
CAR1696,Rear_Door,Replaceable,,,3197
CAR1697,Trunk,Replaceable,,,4534
CAR1697,Front_Bumper,Repairable,Scratch,,695
CAR1697,Roof,Repairable,Scratch,,1154
CAR1697,Hood,Replaceable,,,3340
CAR1698,Roof,Repairable,Scratch,,562
CAR1699,Front_Bumper,Replaceable,,,4891
CAR1699,Front_Bumper,Replaceable,,,4134
CAR1699,Roof,Replaceable,,,4836
CAR1700,Rear_Door,Replaceable,,,4517
CAR1701,Front_Bumper,Repairable,Scratch,,1294
CAR1701,Front_Bumper,Replaceable,,,4704
CAR1702,Trunk,Repairable,Dent,Extreme,3097
CAR1703,Roof,Replaceable,,,3914
CAR1703,Hood,Replaceable,,,3561
CAR1703,Hood,Repairable,Dent,Shallow,1612
CAR1704,Roof,Replaceable,,,4014
CAR1705,Trunk,Replaceable,,,3969
CAR1706,Front_Bumper,Replaceable,,,3195
CAR1706,Trunk,Replaceable,,,4982
CAR1706,Trunk,Repairable,Scratch,,1124
CAR1706,Hood,Replaceable,,,4814
CAR1706,Hood,Repairable,Dent,Extreme,2556
CAR1706,Trunk,Replaceable,,,4359
CAR1706,Roof,Repairable,Scratch,,1110
CAR1706,Front_Bumper,Replaceable,,,3853
CAR1706,Trunk,Repairable,Scratch,,666
CAR1707,Rear_Door,Replaceable,,,4355
CAR1707,Rear_Door,Repairable,Dent,Extreme,2981
CAR1707,Roof,Repairable,Dent,Shallow,1255
CAR1707,Rear_Door,Repairable,Scratch,,1041
CAR1707,Hood,Replaceable,,,3302
CAR1707,Front_Bumper,Replaceable,,,4409
CAR1707,Rear_Door,Repairable,Dent,Deep,3949
CAR1708,Trunk,Repairable,Dent,Deep,3719
CAR1709,Hood,Repairable,Scratch,,1339
CAR1709,Roof,Repairable,Scratch,,1400
CAR1710,Front_Bumper,Replaceable,,,3661
CAR1710,Hood,Repairable,Dent,Deep,3671
CAR1710,Trunk,Repairable,Scratch,,1141
CAR1710,Front_Bumper,Repairable,Dent,Extreme,2908
CAR1710,Trunk,Replaceable,,,3104
CAR1711,Hood,Repairable,Dent,Extreme,2571
CAR1711,Trunk,Replaceable,,,3591
CAR1711,Trunk,Repairable,Dent,Deep,3879
CAR1712,Trunk,Repairable,Scratch,,615
CAR1712,Roof,Repairable,Scratch,,1450
CAR1712,Trunk,Repairable,Dent,Deep,3604
CAR1712,Trunk,Repairable,Dent,Extreme,3416
CAR1712,Trunk,Replaceable,,,3438
CAR1713,Roof,Replaceable,,,3636
CAR1713,Roof,Replaceable,,,4046
CAR1713,Trunk,Repairable,Scratch,,1441
CAR1714,Trunk,Replaceable,,,3977
CAR1714,Trunk,Repairable,Scratch,,894
CAR1715,Hood,Replaceable,,,3092
CAR1716,Front_Bumper,Repairable,Scratch,,910
CAR1716,Roof,Repairable,Dent,Shallow,1025
CAR1716,Front_Bumper,Replaceable,,,4854
CAR1716,Roof,Replaceable,,,3550
CAR1716,Front_Bumper,Repairable,Dent,Deep,4340
CAR1717,Roof,Repairable,Dent,Deep,4173
CAR1717,Front_Bumper,Replaceable,,,4656
CAR1717,Hood,Replaceable,,,4821
CAR1717,Front_Bumper,Replaceable,,,4062
CAR1717,Front_Bumper,Repairable,Scratch,,906
CAR1718,Rear_Door,Replaceable,,,4969
CAR1719,Trunk,Replaceable,,,4530
CAR1719,Front_Bumper,Repairable,Scratch,,1035
CAR1719,Roof,Repairable,Dent,Extreme,3079
CAR1719,Rear_Door,Repairable,Scratch,,1213
CAR1719,Front_Bumper,Replaceable,,,3971
CAR1719,Front_Bumper,Repairable,Dent,Extreme,2893
CAR1719,Hood,Replaceable,,,3773
CAR1719,Trunk,Replaceable,,,4589
CAR1719,Front_Bumper,Replaceable,,,3813
CAR1719,Trunk,Replaceable,,,4502
CAR1719,Rear_Door,Replaceable,,,3079
CAR1719,Trunk,Replaceable,,,4205
CAR1719,Roof,Replaceable,,,4824
CAR1720,Rear_Door,Repairable,Scratch,,882
CAR1720,Rear_Door,Replaceable,,,3789
CAR1720,Front_Bumper,Repairable,Dent,Deep,3648
CAR1721,Trunk,Replaceable,,,3231
CAR1721,Hood,Repairable,Scratch,,1146
CAR1721,Roof,Repairable,Dent,Shallow,1172
CAR1722,Trunk,Repairable,Dent,Deep,4400
CAR1722,Rear_Door,Repairable,Dent,Deep,4344
CAR1722,Hood,Repairable,Scratch,,1121
CAR1722,Trunk,Repairable,Dent,Shallow,1408
CAR1723,Trunk,Replaceable,,,3448
CAR1723,Hood,Repairable,Scratch,,606
CAR1723,Hood,Replaceable,,,4990
CAR1723,Rear_Door,Replaceable,,,4296
CAR1723,Front_Bumper,Replaceable,,,4866
CAR1723,Front_Bumper,Replaceable,,,3137
CAR1723,Roof,Repairable,Dent,Shallow,1078
CAR1723,Roof,Repairable,Scratch,,887
CAR1723,Front_Bumper,Replaceable,,,3438
CAR1724,Rear_Door,Replaceable,,,4103
CAR1724,Rear_Door,Replaceable,,,4460
CAR1724,Front_Bumper,Replaceable,,,4054
CAR1725,Hood,Replaceable,,,4004
CAR1725,Hood,Replaceable,,,4450
CAR1726,Roof,Replaceable,,,3996
CAR1726,Trunk,Repairable,Scratch,,1113
CAR1726,Front_Bumper,Replaceable,,,3783
CAR1727,Hood,Repairable,Scratch,,943
CAR1728,Roof,Replaceable,,,3041
CAR1729,Front_Bumper,Repairable,Dent,Shallow,1611
CAR1729,Roof,Repairable,Scratch,,1481
CAR1729,Front_Bumper,Replaceable,,,3466
CAR1729,Rear_Door,Replaceable,,,3434
CAR1729,Hood,Repairable,Scratch,,648
CAR1729,Rear_Door,Repairable,Scratch,,1042
CAR1729,Hood,Replaceable,,,3457
CAR1729,Hood,Repairable,Dent,Deep,3565
CAR1730,Hood,Replaceable,,,3379
CAR1731,Front_Bumper,Replaceable,,,3538
CAR1731,Front_Bumper,Repairable,Dent,Extreme,3474
CAR1732,Roof,Replaceable,,,3117
CAR1733,Trunk,Repairable,Scratch,,1167
CAR1733,Hood,Repairable,Dent,Extreme,3367
CAR1734,Front_Bumper,Replaceable,,,3060
CAR1734,Trunk,Replaceable,,,4664
CAR1735,Front_Bumper,Replaceable,,,3367
CAR1735,Trunk,Replaceable,,,3972
CAR1735,Hood,Replaceable,,,4612
CAR1735,Front_Bumper,Repairable,Dent,Deep,4398
CAR1735,Rear_Door,Replaceable,,,3209
CAR1736,Front_Bumper,Repairable,Dent,Extreme,2535
CAR1737,Trunk,Repairable,Dent,Shallow,1396
CAR1738,Trunk,Repairable,Scratch,,1192
CAR1738,Rear_Door,Repairable,Dent,Extreme,2701
CAR1738,Rear_Door,Repairable,Scratch,,693
CAR1738,Front_Bumper,Replaceable,,,4127
CAR1738,Roof,Replaceable,,,3036
CAR1739,Hood,Replaceable,,,4455
CAR1739,Trunk,Replaceable,,,4006
CAR1739,Rear_Door,Replaceable,,,4167
CAR1739,Rear_Door,Replaceable,,,4914
CAR1739,Trunk,Repairable,Scratch,,536
CAR1739,Rear_Door,Replaceable,,,4556
CAR1739,Trunk,Repairable,Scratch,,693
CAR1739,Rear_Door,Replaceable,,,3888
CAR1739,Trunk,Replaceable,,,3826
CAR1740,Rear_Door,Repairable,Dent,Shallow,1762
CAR1740,Trunk,Replaceable,,,3452
CAR1740,Front_Bumper,Repairable,Dent,Extreme,3253
CAR1740,Roof,Repairable,Scratch,,888
CAR1740,Hood,Repairable,Dent,Shallow,1766
CAR1740,Hood,Replaceable,,,4275
CAR1741,Rear_Door,Repairable,Scratch,,992
CAR1742,Hood,Repairable,Dent,Deep,3552
CAR1742,Front_Bumper,Repairable,Scratch,,1476
CAR1742,Roof,Repairable,Dent,Deep,3510
CAR1743,Hood,Replaceable,,,3913
CAR1743,Front_Bumper,Replaceable,,,4065
CAR1743,Trunk,Replaceable,,,3514
CAR1743,Hood,Repairable,Scratch,,502
CAR1743,Trunk,Replaceable,,,3236
CAR1744,Rear_Door,Replaceable,,,3606
CAR1744,Front_Bumper,Repairable,Dent,Extreme,2891
CAR1744,Roof,Repairable,Dent,Shallow,1287
CAR1744,Front_Bumper,Repairable,Scratch,,718
CAR1744,Rear_Door,Repairable,Dent,Shallow,1740
CAR1745,Trunk,Repairable,Dent,Shallow,1657
CAR1745,Roof,Repairable,Dent,Deep,4462
CAR1745,Trunk,Repairable,Dent,Deep,4124
CAR1745,Front_Bumper,Replaceable,,,4708
CAR1746,Hood,Replaceable,,,3739
CAR1746,Front_Bumper,Repairable,Scratch,,832
CAR1747,Hood,Repairable,Dent,Shallow,1616
CAR1747,Front_Bumper,Replaceable,,,4892
CAR1747,Front_Bumper,Repairable,Scratch,,787
CAR1748,Roof,Repairable,Dent,Shallow,1125
CAR1748,Front_Bumper,Replaceable,,,4098
CAR1748,Trunk,Replaceable,,,4411
CAR1749,Roof,Repairable,Scratch,,1307
CAR1749,Roof,Repairable,Dent,Extreme,3045
CAR1749,Trunk,Replaceable,,,4108
CAR1749,Hood,Repairable,Scratch,,1362
CAR1749,Roof,Repairable,Dent,Deep,4263
CAR1749,Hood,Replaceable,,,3927
CAR1749,Rear_Door,Repairable,Scratch,,1250
CAR1749,Roof,Repairable,Dent,Extreme,3016
CAR1749,Roof,Replaceable,,,4766
CAR1749,Trunk,Repairable,Scratch,,783
CAR1749,Roof,Repairable,Dent,Shallow,1802
CAR1750,Trunk,Repairable,Scratch,,1022
CAR1750,Hood,Repairable,Dent,Extreme,3368
CAR1750,Hood,Repairable,Scratch,,890
CAR1750,Roof,Repairable,Scratch,,537
CAR1750,Trunk,Replaceable,,,4171
CAR1750,Trunk,Repairable,Scratch,,738
CAR1751,Hood,Replaceable,,,4576
CAR1751,Front_Bumper,Replaceable,,,4518
CAR1751,Rear_Door,Replaceable,,,3670
CAR1751,Front_Bumper,Repairable,Dent,Deep,4315
CAR1751,Trunk,Replaceable,,,4308
CAR1751,Roof,Replaceable,,,4547
CAR1751,Roof,Replaceable,,,4244
CAR1751,Hood,Repairable,Dent,Extreme,2764
CAR1751,Roof,Replaceable,,,3008
CAR1751,Hood,Replaceable,,,4149
CAR1752,Hood,Replaceable,,,3497
CAR1752,Roof,Repairable,Scratch,,1415
CAR1753,Roof,Replaceable,,,3103
CAR1753,Trunk,Replaceable,,,4634
CAR1754,Rear_Door,Replaceable,,,3611
CAR1754,Roof,Replaceable,,,4299
CAR1755,Front_Bumper,Replaceable,,,4794
CAR1755,Front_Bumper,Repairable,Scratch,,1436
CAR1756,Roof,Replaceable,,,4577
CAR1756,Front_Bumper,Replaceable,,,3543
CAR1756,Trunk,Replaceable,,,4291
CAR1756,Roof,Repairable,Dent,Deep,3719
CAR1756,Rear_Door,Repairable,Dent,Shallow,1625
CAR1756,Rear_Door,Replaceable,,,3760
CAR1757,Hood,Repairable,Scratch,,907
CAR1757,Front_Bumper,Repairable,Scratch,,1338
CAR1757,Front_Bumper,Repairable,Dent,Shallow,1977
CAR1758,Trunk,Repairable,Dent,Shallow,1301
CAR1758,Hood,Repairable,Dent,Extreme,3008
CAR1759,Trunk,Replaceable,,,4450
CAR1760,Trunk,Replaceable,,,4859
CAR1761,Trunk,Replaceable,,,3402
CAR1761,Trunk,Repairable,Scratch,,1454
CAR1761,Front_Bumper,Replaceable,,,3009
CAR1762,Front_Bumper,Repairable,Scratch,,833
CAR1763,Trunk,Replaceable,,,3887
CAR1763,Trunk,Repairable,Dent,Extreme,3357
CAR1763,Rear_Door,Replaceable,,,4382
CAR1763,Front_Bumper,Replaceable,,,4178
CAR1763,Rear_Door,Repairable,Dent,Deep,4245
CAR1764,Roof,Repairable,Scratch,,1148
CAR1764,Hood,Repairable,Scratch,,1387
CAR1764,Roof,Replaceable,,,3135
CAR1764,Hood,Replaceable,,,4751
CAR1764,Hood,Replaceable,,,3459
CAR1764,Trunk,Replaceable,,,4517
CAR1765,Front_Bumper,Repairable,Scratch,,1176
CAR1765,Roof,Repairable,Dent,Extreme,3230
CAR1765,Front_Bumper,Repairable,Scratch,,1126
CAR1766,Front_Bumper,Replaceable,,,3528
CAR1767,Roof,Replaceable,,,4768
CAR1767,Roof,Repairable,Dent,Deep,4432
CAR1768,Roof,Replaceable,,,3359
CAR1768,Front_Bumper,Repairable,Dent,Shallow,1294
CAR1769,Roof,Repairable,Dent,Extreme,3378
CAR1769,Hood,Replaceable,,,3251
CAR1769,Rear_Door,Replaceable,,,3766
CAR1769,Rear_Door,Replaceable,,,4648
CAR1769,Roof,Replaceable,,,4185
CAR1770,Roof,Replaceable,,,4937
CAR1771,Front_Bumper,Replaceable,,,4941
CAR1772,Rear_Door,Replaceable,,,3453
CAR1772,Trunk,Repairable,Scratch,,1451
CAR1772,Roof,Repairable,Dent,Shallow,1882
CAR1772,Hood,Replaceable,,,3365
CAR1772,Trunk,Replaceable,,,3788
CAR1772,Trunk,Repairable,Scratch,,647
CAR1772,Roof,Repairable,Scratch,,1353
CAR1772,Front_Bumper,Replaceable,,,3123
CAR1772,Rear_Door,Replaceable,,,4237
CAR1772,Rear_Door,Repairable,Dent,Deep,4459
CAR1773,Roof,Repairable,Dent,Shallow,1531
CAR1773,Roof,Repairable,Dent,Extreme,2840
CAR1773,Rear_Door,Replaceable,,,4688
CAR1774,Rear_Door,Replaceable,,,3519
CAR1775,Roof,Repairable,Dent,Extreme,3013
CAR1775,Trunk,Replaceable,,,4924
CAR1775,Roof,Repairable,Dent,Deep,4084
CAR1775,Rear_Door,Replaceable,,,4976
CAR1776,Rear_Door,Repairable,Dent,Extreme,3412
CAR1776,Roof,Replaceable,,,4662
CAR1776,Hood,Repairable,Dent,Deep,3544
CAR1777,Hood,Replaceable,,,4728
CAR1778,Front_Bumper,Repairable,Scratch,,1244
CAR1778,Rear_Door,Repairable,Dent,Shallow,1871
CAR1778,Front_Bumper,Repairable,Scratch,,555
CAR1779,Hood,Replaceable,,,4475
CAR1780,Rear_Door,Repairable,Dent,Deep,3609
CAR1780,Hood,Repairable,Dent,Extreme,3461
CAR1781,Rear_Door,Repairable,Dent,Shallow,1736
CAR1782,Front_Bumper,Repairable,Scratch,,1225
CAR1782,Front_Bumper,Repairable,Scratch,,1046
CAR1782,Trunk,Repairable,Dent,Shallow,1603
CAR1782,Trunk,Replaceable,,,3210
CAR1782,Rear_Door,Replaceable,,,4730
CAR1782,Trunk,Replaceable,,,3063
CAR1783,Front_Bumper,Repairable,Dent,Deep,4238
CAR1784,Front_Bumper,Replaceable,,,3630
CAR1784,Rear_Door,Replaceable,,,3684
CAR1785,Front_Bumper,Repairable,Dent,Extreme,3352
CAR1785,Rear_Door,Replaceable,,,3836
CAR1785,Front_Bumper,Replaceable,,,3581
CAR1785,Rear_Door,Replaceable,,,4542
CAR1785,Roof,Repairable,Dent,Extreme,2521
CAR1786,Hood,Repairable,Dent,Deep,4486
CAR1787,Rear_Door,Repairable,Dent,Shallow,1295
CAR1787,Hood,Replaceable,,,4124
CAR1787,Hood,Repairable,Dent,Shallow,1998
CAR1788,Rear_Door,Repairable,Scratch,,1459
CAR1788,Front_Bumper,Repairable,Scratch,,1009
CAR1788,Rear_Door,Repairable,Scratch,,1327
CAR1789,Trunk,Replaceable,,,3434
CAR1790,Front_Bumper,Repairable,Scratch,,1004
CAR1790,Trunk,Replaceable,,,3774
CAR1790,Front_Bumper,Repairable,Dent,Deep,3714
CAR1790,Hood,Repairable,Scratch,,1255
CAR1790,Trunk,Repairable,Scratch,,1325
CAR1791,Hood,Replaceable,,,4438
CAR1791,Roof,Repairable,Scratch,,1468
CAR1792,Front_Bumper,Replaceable,,,4499
CAR1793,Front_Bumper,Replaceable,,,4334
CAR1794,Front_Bumper,Repairable,Scratch,,839
CAR1794,Roof,Repairable,Scratch,,957
CAR1794,Trunk,Replaceable,,,4015
CAR1794,Rear_Door,Replaceable,,,4367
CAR1794,Front_Bumper,Repairable,Dent,Shallow,1070
CAR1795,Rear_Door,Replaceable,,,3900
CAR1795,Trunk,Repairable,Dent,Deep,3773
CAR1795,Trunk,Replaceable,,,4737
CAR1795,Hood,Repairable,Scratch,,1211
CAR1795,Hood,Replaceable,,,4042
CAR1795,Roof,Repairable,Scratch,,1200
CAR1795,Roof,Replaceable,,,4663
CAR1795,Rear_Door,Replaceable,,,4710
CAR1795,Front_Bumper,Replaceable,,,3868
CAR1795,Hood,Repairable,Scratch,,1293
CAR1795,Rear_Door,Repairable,Scratch,,568
CAR1795,Trunk,Repairable,Dent,Extreme,2945
CAR1795,Trunk,Repairable,Dent,Shallow,1710
CAR1795,Hood,Repairable,Scratch,,1146
CAR1795,Front_Bumper,Repairable,Scratch,,669
CAR1796,Roof,Repairable,Dent,Extreme,3410
CAR1796,Trunk,Repairable,Scratch,,778
CAR1796,Trunk,Repairable,Dent,Extreme,3274
CAR1797,Hood,Repairable,Scratch,,884
CAR1798,Roof,Repairable,Dent,Extreme,2814
CAR1798,Trunk,Replaceable,,,3871
CAR1798,Front_Bumper,Replaceable,,,4274
CAR1799,Front_Bumper,Repairable,Dent,Extreme,3418
CAR1799,Rear_Door,Repairable,Dent,Shallow,1209
CAR1799,Roof,Replaceable,,,4703
CAR1799,Roof,Repairable,Dent,Deep,3526
CAR1799,Front_Bumper,Repairable,Dent,Deep,3995
CAR1799,Trunk,Repairable,Dent,Extreme,2514
CAR1800,Roof,Replaceable,,,3884
CAR1800,Roof,Replaceable,,,3914
CAR1800,Trunk,Replaceable,,,4860
CAR1801,Trunk,Replaceable,,,4185
CAR1802,Trunk,Replaceable,,,3925
CAR1803,Trunk,Repairable,Dent,Deep,3987
CAR1803,Trunk,Repairable,Scratch,,653
CAR1803,Hood,Repairable,Dent,Extreme,3485
CAR1803,Hood,Replaceable,,,4135
CAR1803,Rear_Door,Replaceable,,,3819
CAR1803,Roof,Replaceable,,,4860
CAR1804,Front_Bumper,Repairable,Scratch,,1408
CAR1805,Trunk,Repairable,Dent,Shallow,1717
CAR1806,Front_Bumper,Repairable,Scratch,,799
CAR1806,Hood,Replaceable,,,4548
CAR1806,Trunk,Replaceable,,,3564
CAR1807,Front_Bumper,Repairable,Scratch,,625
CAR1808,Hood,Replaceable,,,3698
CAR1809,Roof,Replaceable,,,3893
CAR1809,Hood,Replaceable,,,3219
CAR1810,Hood,Replaceable,,,3279
CAR1810,Trunk,Replaceable,,,3792
CAR1810,Rear_Door,Repairable,Dent,Extreme,3355
CAR1810,Front_Bumper,Replaceable,,,4907
CAR1810,Trunk,Replaceable,,,3275
CAR1810,Front_Bumper,Repairable,Dent,Shallow,1716
CAR1810,Roof,Repairable,Dent,Deep,3521
CAR1811,Hood,Repairable,Scratch,,1058
CAR1812,Rear_Door,Repairable,Dent,Shallow,1204
CAR1813,Trunk,Repairable,Scratch,,1498
CAR1813,Front_Bumper,Replaceable,,,3164
CAR1813,Rear_Door,Replaceable,,,4472
CAR1813,Hood,Repairable,Scratch,,513
CAR1814,Hood,Repairable,Scratch,,646
CAR1814,Trunk,Replaceable,,,3756
CAR1814,Hood,Repairable,Dent,Deep,4428
CAR1814,Roof,Replaceable,,,3098
CAR1815,Hood,Replaceable,,,3892
CAR1815,Roof,Replaceable,,,3629
CAR1815,Trunk,Replaceable,,,4618
CAR1815,Roof,Repairable,Scratch,,1341
CAR1816,Front_Bumper,Replaceable,,,3607
CAR1817,Rear_Door,Replaceable,,,3803
CAR1818,Trunk,Replaceable,,,3017
CAR1819,Rear_Door,Replaceable,,,4752
CAR1819,Hood,Replaceable,,,3805
CAR1819,Rear_Door,Repairable,Dent,Shallow,1856
CAR1819,Hood,Repairable,Dent,Extreme,3295
CAR1820,Trunk,Replaceable,,,4258
CAR1820,Trunk,Replaceable,,,4365
CAR1820,Front_Bumper,Repairable,Scratch,,1066
CAR1820,Trunk,Replaceable,,,3922
CAR1820,Roof,Repairable,Scratch,,1172
CAR1820,Hood,Repairable,Scratch,,589
CAR1821,Trunk,Replaceable,,,4054
CAR1821,Hood,Repairable,Dent,Shallow,1633
CAR1821,Trunk,Repairable,Dent,Deep,3892
CAR1821,Hood,Replaceable,,,4667
CAR1821,Roof,Replaceable,,,3202
